country,code,year,prod,gdp_per_cap,life_exp,total,beer,other,spirit,wine,pc_m_dis,pc_fm_dis,de_per_mil
Belarus,BLR,2005,22127.14844,3126.071767,68.85121951,11.01,1.47,4.71,4.21,0.62,4.301134127,3.943702603,152.8561693
Belize,BLZ,2005,22670.8418,3933.332215,69.023,6.25,3.96,0.06,2.1,0.14,2.673075811,0.848091376,37.55769063
Bolivia,BOL,2005,10765.09473,1046.427384,63.538,2.86,2.14,0.01,0.58,0.14,2.265504206,0.76542755,28.90523326
Brazil,BRA,2005,27883.58594,4770.182746,72.04,6.97,3.36,0.03,3.08,0.5,4.17864261,1.312893475,45.63530458
Barbados,BRB,2005,30077.83789,14223.25544,74.163,8.01,3.22,0.22,3.81,0.75,2.157758402,0.839509022,13.28609165
Brunei Darussalam,BRN,2005,180825.0469,26102.13345,76.291,0.16,0.09,0,0.05,0.02,1.105388242,0.4117483,2.057244199
Bhutan,BTN,2005,10140.14453,1247.061392,64.882,0.73,0.36,0,0.36,0.01,2.874984119,1.654030826,20.29731175
Botswana,BWA,2005,35880.57031,5351.253732,52.165,6.37,2.58,1.86,1.01,0.91,2.39261232,1.004725167,34.22916906
Central African Republic,CAF,2005,2111.958008,323.9805112,44.466,1.5,0.22,1.23,0.03,0.01,1.927868251,1.018511528,22.15623357
Canada,CAN,2005,79141.32813,36189.58838,80.29268293,8,4.2,0.2,2,1.6,2.069713479,1.104130019,22.18470522
Switzerland,CHE,2005,98013.36719,54952.67372,81.23658537,10.15,3.11,0.12,1.79,5.14,2.058285658,0.685239202,23.99708219
Chile,CHL,2005,44298.08984,7615.30468,77.791,7.57,2.01,0,2.97,2.59,3.718706609,1.460031559,28.34755346
China,CHN,2005,10012.6123,1753.417829,73.987,2.92,1.2,0,1.67,0.05,1.787168436,0.499935106,15.80566931
Cote d'Ivoire,CIV,2005,7870.97998,931.754287,47.658,3.11,0.66,2.17,0.05,0.24,1.38609392,1.066671114,21.84051315
Cameroon,CMR,2005,6492.09082,1030.038193,52.916,5.03,2.1,2.85,0,0.08,1.393067702,1.204578611,27.34939797
"Congo, Dem. Rep.",COD,2005,1453.239014,218.5235092,53.675,1.43,0.34,1.05,0.03,0.01,1.740992454,0.99380484,15.62629286
"Congo, Rep.",COG,2005,14744.64063,1637.064381,54.687,2.03,1.54,0,0.26,0.23,1.883311778,1.129022194,20.26726249
Colombia,COL,2005,22723.23633,3386.025634,72.303,4.38,2.84,0.02,1.47,0.03,2.4396097,0.81011206,2.321142966
Comoros,COM,2005,6393.623047,621.9033702,60.126,0.24,0.15,0,0.06,0.02,1.959012822,0.907535648,19.37039438
Cabo Verde,CPV,2005,14258.91602,2048.13459,71.76,4.26,2.19,0,0.14,1.93,1.362366329,1.057360701,16.34070536
Costa Rica,CRI,2005,26007.11133,4697.011135,78.114,4.1,2.28,0.04,1.61,0.17,1.958886779,0.657411259,10.04544718
Cuba,CUB,2005,,3779.05707,77.95,4.48,1.48,0.02,2.92,0.05,2.468379202,0.84972984,30.30304752
Cyprus,CYP,2005,50676.21484,25324.48666,78.631,11.41,3.62,0,5,2.79,1.545676339,0.576240104,6.657196739
Czech Republic,CZE,2005,54840.34375,13346.17639,75.92439024,13.19,7.39,0,3.6,2.2,1.830949986,1.205901572,27.20649257
Germany,DEU,2005,85665.57031,34696.62092,78.93170732,11.67,6.42,0,2.22,3.03,3.163891629,1.016746838,48.81183368
Djibouti,DJI,2005,6449.940918,904.7297489,57.999,1.23,0.21,0,0.94,0.08,1.98941394,0.889891544,17.35797411
Dominica,DMA,2005,,5244.033732,,8.12,0.5,0.07,6.69,0.86,2.718522491,0.947091114,38.82536911
Denmark,DNK,2005,87452.875,48799.82037,77.84390244,11.28,5.06,0,1.78,4.44,2.704472743,0.870752505,103.145534
Dominican Republic,DOM,2005,21651.79883,3681.059903,71.644,5.71,2.71,0.05,2.81,0.13,2.218333057,0.855674531,16.9425487
Algeria,DZA,2005,48206.9375,3100.122378,72.767,0.5,0.29,0,0.02,0.19,0.711876344,0.462857392,3.272664061
Ecuador,ECU,2005,20045.29102,3021.942547,74.136,3.54,1.92,0.01,1.57,0.04,2.70255037,0.763548961,42.20121314
"Egypt, Arab Rep.",EGY,2005,29037.32422,1168.115231,69.444,0.16,0.09,0,0.05,0.02,0.66536357,0.458329502,2.558529156
Eritrea,ERI,2005,3738.851074,276.7508096,58.691,1.07,0.62,0.44,0.02,0,2.114435996,0.934280682,27.03725013
Spain,ESP,2005,73713.21094,26510.71745,80.17073171,11.92,4.98,0.23,3.27,3.44,1.280625872,0.436863193,6.90088163
Estonia,EST,2005,49826.81641,10338.31322,72.56829268,15.52,6.04,1.88,6.13,1.47,4.954749892,4.240776821,203.7190521
Ethiopia,ETH,2005,1700.824951,161.6266248,56.221,0.99,0.25,0.68,0.05,0.01,2.990922928,0.790030894,29.59461095
Finland,FIN,2005,85021.96094,38969.17163,78.81707317,9.95,4.59,1.08,2.82,1.47,4.791495869,1.437216311,107.2902318
Fiji,FJI,2005,19956.30078,3658.630832,68.405,2.02,1.42,0,0.58,0.02,1.043151735,0.561412907,2.652693067
France,FRA,2005,87506.52344,34879.72909,80.16341463,12.2,2.3,0.2,2.6,7.1,2.281158109,0.812738881,44.60017443
"Micronesia, Fed. Sts.",FSM,2005,,2355.544465,67.969,1.9,1.49,0,0.25,0.16,1.247529721,0.563877789,11.04756913
Gabon,GAB,2005,70581.17188,6826.880545,59.89,7.72,5.33,0.02,1.51,0.85,2.019318892,1.123071915,21.25895768
United Kingdom,GBR,2005,76697.40625,41732.64054,79.04878049,12.05,4.85,0.65,2.45,4.1,2.024723643,0.780682588,15.82149264
Georgia,GEO,2005,10406.11035,1530.057521,72.73,4.7,0.78,0,1.91,2.01,2.621445235,0.813206115,7.600391361
Ghana,GHA,2005,5956.175781,498.1723904,58.666,1.5,0.43,0.97,0.03,0.08,1.23664439,1.104256765,15.02340076
Guinea,GIN,2005,3443.879883,303.424498,53.17,0.21,0.16,0,0.03,0.02,1.187555511,1.054473503,13.57529077
"Gambia, The",GMB,2005,5424.337891,432.1929061,57.914,2.26,0.23,1.98,0,0.05,1.155150114,1.056287525,12.43711666
Guinea-Bissau,GNB,2005,3536.891113,424.9534585,53.357,3.1,0.43,1.55,0.53,0.6,1.338842731,1.09288686,19.92370414
Equatorial Guinea,GNQ,2005,94878.4375,10850.63334,54.262,7.19,3.14,0,0,4.06,1.996833658,1.08057792,19.92458783
Greece,GRC,2005,70084.69531,22551.73574,79.23902439,9.95,2.21,0.16,2.26,5.31,1.585814334,0.598117803,2.177112542
Grenada,GRD,2005,,6754.512393,71.438,8.8,3.87,0.17,4.36,0.4,2.634528689,0.846046024,30.88708034
Guatemala,GTM,2005,17157.23242,2077.83438,69.763,2.35,1.12,0,1.19,0.03,4.729011164,1.056114109,177.2131389
Guyana,GUY,2005,14925.84082,1098.455216,65.538,7.35,1.33,0.03,5.99,0.01,2.721881347,1.015739107,39.31450971
Honduras,HND,2005,10767.99805,1311.741714,71.532,3.23,1.27,0,1.92,0.04,2.561644587,0.684003167,52.47133929
Croatia,HRV,2005,50518.33984,10224.30403,75.24463415,11.59,4.85,0.37,1.27,5.1,2.468011015,1.25461391,42.03312753
Haiti,HTI,2005,4598.78418,465.3101876,59.219,5.57,0.01,0,5.55,0.01,2.508670226,0.913042273,33.45493332
Hungary,HUN,2005,56736.10938,11205.97134,72.64878049,12.94,4.3,0,4.14,4.5,2.6545506,1.327908093,45.31060243
Indonesia,IDN,2005,15653.49805,1342.544156,67.191,0.06,0.06,0,0,0,0.645758788,0.434382533,3.963871795
India,IND,2005,8160.796875,707.008019,64.556,1.27,0.09,0,1.17,0.02,2.50719164,0.463666564,23.66743654
Ireland,IRL,2005,101159.9219,50878.63814,78.94390244,13.31,6.99,1.2,2.5,2.62,2.793425526,1.170405453,19.5622165
"Iran, Islamic Rep.",IRN,2005,47211.60938,3215.653433,71.912,0.01,0,0,0.01,0,0.606542669,0.32559029,2.169508683
Iraq,IRQ,2005,53753.39063,1849.603911,68.35,0.18,0.15,0,0.03,0,0.737461245,0.492629743,7.174653617
Iceland,ISL,2005,69626.92969,56249.75055,81.50243902,7.05,3.67,0.1,1.33,1.95,1.720441557,0.613742981,18.06940078
Israel,ISR,2005,70013.08594,20557.12408,80.15121951,2.41,0.88,0.05,1.27,0.22,0.845582145,0.325586032,10.8249644
Italy,ITA,2005,95432.69531,31959.26295,80.78292683,8.65,1.73,0,1.07,5.85,0.66006252,0.282375043,3.963410459
Jamaica,JAM,2005,20467.59961,4082.240762,73.446,3.59,1.5,0.32,1.66,0.11,1.916796319,0.828643715,4.228070203
Jordan,JOR,2005,40588.75391,2203.083787,72.594,0.55,0.16,0.01,0.36,0.02,0.694501013,0.459103807,3.650096438
Japan,JPN,2005,71111.51563,37217.64873,81.92512195,7.99,1.72,2.61,3.37,0.29,0.818324067,0.270788491,3.112868227
Kazakhstan,KAZ,2005,32378.09766,3771.278957,65.9097561,6.94,1.92,0,4.54,0.48,3.714230209,1.054646866,51.10358248
Kenya,KEN,2005,6825.118164,519.7999346,55.819,1.82,0.84,0.5,0.46,0.02,1.39648436,0.843880023,14.78683503
Kyrgyz Republic,KGZ,2005,5859.958984,476.55213,67.95609756,2.81,0.64,0.01,2.08,0.08,4.512791224,1.241279229,123.392703
Cambodia,KHM,2005,3916.925049,474.2238766,63.088,1.99,0.76,0,1.21,0.02,1.193474662,0.517448345,20.70258091
Kiribati,KIR,2005,,1214.556667,64.859,0.6,0.56,0.01,0.02,0.01,1.077053751,0.579384894,6.790985466
St. Kitts and Nevis,KNA,2005,,11173.7604,,10.02,3.85,0.22,5.73,0.23,,,
"Korea, Rep.",KOR,2005,52032.46484,18639.52221,78.16829268,9.03,1.89,6.68,0.34,0.12,3.333148394,1.069963868,20.75949297
Kuwait,KWT,2005,187959.2188,35490.26132,73.505,0.01,0,0,0.01,0,0.715431379,0.47226387,2.694300555
Lao PDR,LAO,2005,6334.23584,475.4164695,61.793,3.68,1.4,0,2.27,0,1.155692873,0.518945341,18.42280743
Lebanon,LBN,2005,40108.38672,5339.441291,76.786,1.94,0.41,0.02,0.75,0.77,0.715449642,0.629494399,2.090680812
Liberia,LBR,2005,1992.937012,168.6480254,55.052,4.19,0.29,0,3.89,0,1.190457048,1.051189046,14.7164124
Libya,LBY,2005,89097.57813,8171.361651,71.362,0,0,0,0,0,0.714708252,0.458721708,3.521647231
St. Lucia,LCA,2005,26706.95703,5810.177324,73.028,12.32,3.57,0.86,7.16,0.72,2.539404038,0.973761004,33.38974414
Sri Lanka,LKA,2005,16735.7793,1250.028424,73.896,1.97,0.3,0.04,1.63,0,1.119360033,0.5121163,15.69619141
Lesotho,LSO,2005,7325.166992,862.9463084,46.521,2.67,1.26,0.88,0.53,0,2.235425922,0.996945015,31.04532292
Lithuania,LTU,2005,42935.05469,7863.162009,71.25365854,12.3,5.8,0.6,4.5,1.4,4.236387321,3.586849166,142.1833826
Luxembourg,LUX,2005,211374.2031,80289.69641,79.43170732,11.84,4.36,0,2.41,5.07,2.083320299,0.726670027,35.16729036
Latvia,LVA,2005,39571.52734,7558.742006,71.35609756,9.92,3.8,0.6,4.57,0.94,4.214666396,3.588665052,134.0216319
Morocco,MAR,2005,17373.1543,2013.755559,71.456,0.47,0.23,0,0.06,0.17,0.637075119,0.297430717,3.208525696
Moldova,MDA,2005,7808.471191,831.2052862,67.82,10.78,1.61,0.7,4.33,4.15,3.281424932,3.270902814,97.98310487
Madagascar,MDG,2005,2969.279053,274.8197023,61.212,0.72,0.34,0,0.23,0.15,1.987406703,0.894218115,18.98943478
Maldives,MDV,2005,19070.33594,3648.780045,74.151,1.47,0.4,0,0.77,0.31,0.866765079,0.512815944,3.743602812
Mexico,MEX,2005,38316.83203,7986.798439,75.347,4.93,3.81,0.05,0.98,0.09,2.766837735,0.485465604,46.70746374
"Macedonia, FYR",MKD,2005,35476.39063,3037.754585,73.986,1.75,0.85,0,0.55,0.36,1.981825042,1.250841649,10.42768174
Mali,MLI,2005,6817.86377,487.9402556,52.057,0.55,0.07,0.47,0,0,1.161701878,1.04056904,10.69431869
Malta,MLT,2005,70498.14063,15835.34667,79.3,6.41,1.7,0.28,1.47,2.96,1.529295773,0.582572058,4.080103812
Myanmar,MMR,2005,4776.27002,247.2427006,63.597,0.28,0.12,0,0.16,0,1.136803448,0.530765382,19.79961413
Montenegro,MNE,2005,40321.25391,3674.617924,73.62,,,,,,2.062457477,1.185506897,16.17211773
Mongolia,MNG,2005,14849.46191,998.8226671,65.104,2.75,0.3,0,2.4,0.05,4.826843737,1.332284614,134.3246031
Mozambique,MOZ,2005,2046.973999,369.1545359,51.362,1.23,0.51,0.03,0.6,0.09,2.09035042,0.88588976,22.83349074
Mauritania,MRT,2005,11370.09863,697.7451989,60.729,0.01,0,0,0.01,0,1.170323004,1.051936818,10.59619666
Mauritius,MUS,2005,31326.48633,5116.045424,72.43219512,3.94,1.96,0,1.66,0.31,1.608700718,0.53895249,41.85943988
Malawi,MWI,2005,2218.353027,280.3673842,49.846,1.04,0.14,0.67,0.22,0.01,2.11361626,0.897529159,24.38503249
Malaysia,MYS,2005,45290.9375,5593.822995,73.463,0.46,0.38,0,0.08,0.01,0.902644104,0.315222459,18.90584073
Namibia,NAM,2005,26798.4375,3573.146387,53.563,4.89,3.36,0.44,0.98,0.11,2.341682937,0.995222376,29.76024834
Niger,NER,2005,1959.463989,250.0383731,53.127,0.11,0.05,0.01,0.03,0.02,1.153304438,1.039132193,11.71583124
Nigeria,NGA,2005,14057.75879,807.8938738,48.246,9.71,0.54,9.15,0.02,0,1.150189179,1.040311557,13.61770632
Nicaragua,NIC,2005,9981.94043,1175.116225,71.935,3.7,1.13,0,2.55,0.01,3.23524798,0.663298433,71.33964911
Netherlands,NLD,2005,86607.07813,41577.16009,79.34634146,9.69,4.78,0,1.59,3.31,1.033256735,0.447587888,14.05331227
Norway,NOR,2005,124796.1641,66775.3944,80.04146341,6.37,2.98,0.11,1.28,2,2.501923676,0.881845308,41.17671491
Nepal,NPL,2005,3364.697021,317.089198,65.537,0.2,0.08,0,0.12,0,1.946548639,0.917201094,14.54324986
Nauru,NRU,2005,,,,0.96,0.95,0,0,0.02,,,
New Zealand,NZL,2005,63229.69141,27750.89515,79.85121951,9.31,4.1,0.81,1.37,3.04,2.18452614,1.089670334,9.120132416
Oman,OMN,2005,135450.4531,12376.97936,74.231,0.63,0.21,0,0.4,0.01,0.694309629,0.459964943,2.848924023
Pakistan,PAK,2005,13360.9873,711.4699463,63.836,0.04,0,0.01,0.03,0,2.096270156,0.907210579,11.36603198
Panama,PAN,2005,29501.38477,4916.54886,75.947,5.53,3.59,0.02,1.77,0.15,1.99892909,0.663900786,6.855590264
Peru,PER,2005,15464.07617,2754.780029,72.473,4.44,1.92,0,2.1,0.42,2.172850469,0.712385969,19.99486817
Philippines,PHL,2005,13273.76563,1194.697155,67.783,4.22,1.29,0,2.91,0.02,1.146245938,0.516191156,19.42153651
Papua New Guinea,PNG,2005,4093.1521,770.5648783,63.433,0.84,0.81,0,0.01,0.02,1.178943549,0.556236456,9.897699431
Poland,POL,2005,45278.23438,8021.251569,74.99512195,9.5,5.3,0,3,1.2,2.772299793,1.011007891,83.79551818
"Korea, Dem. People’s Rep.",PRK,2005,2873.919922,,68.389,3.21,0.2,0,3.02,0,1.523797099,0.532214335,11.2025235
Portugal,PRT,2005,54583.45703,18784.9485,78.07073171,13.33,3.75,0.47,1.12,7.99,2.019449677,0.375140494,16.88156708
Paraguay,PRY,2005,14277.75879,1507.145691,71.281,6.38,3.48,0.14,1.77,0.99,3.376387739,1.199115276,29.094651
Qatar,QAT,2005,177656.9688,51488.49529,76.754,1.18,0.35,0.01,0.71,0.11,0.739647818,0.465190371,4.586818493
Romania,ROU,2005,34924.64063,4676.315183,71.87889512,7.68,4.07,0,1.28,2.33,2.053124214,1.201761043,34.25159688
Russian Federation,RUS,2005,39839.5625,5323.473877,65.5297561,11.57,3.65,0,6.89,1.03,7.439253271,3.742002092,287.224605
Rwanda,RWA,2005,2099.25,287.0931877,55.43,7.01,0.54,6.44,0.02,0,3.611210983,0.862323014,23.05728277
Saudi Arabia,SAU,2005,145237.0469,13739.82945,73.112,0.05,0,0,0.05,0,0.655542064,0.444716004,2.839142318
Sudan,SDN,2005,14172.42285,679.7539949,60.416,1.55,0,1.28,0.27,0,0.719864768,0.449462203,5.255629671
Senegal,SEN,2005,8006.321777,773.8698713,60.541,0.33,0.16,0,0.04,0.12,1.245812462,1.04885663,14.30616516
Singapore,SGP,2005,120109.4766,29869.85398,79.9902439,1.49,1.1,0.03,0.18,0.18,0.663956961,0.290611265,1.860177786
Solomon Islands,SLB,2005,3822.868896,880.8748508,66.104,0.9,0.66,0,0.21,0.03,1.165166876,0.554874183,10.26608251
Sierra Leone,SLE,2005,3006.506104,287.6891942,43.624,3.83,0.14,3.67,0.02,0.01,1.226784054,1.094463265,16.82436239
El Salvador,SLV,2005,18860.09961,2835.281237,70.357,2.77,0.99,0,1.75,0.03,5.293912453,0.834971055,185.8441709
Somalia,SOM,2005,2180.063965,,52.344,0,0,0,0,0,1.939876199,0.906544723,21.39953148
Serbia,SRB,2005,25016.61719,3528.131008,72.83414634,9.6,4.77,0,2.45,2.38,2.352274561,1.194321512,32.7040314
Sao Tome and Principe,STP,2005,8548.011719,810.860157,64.641,5.27,1.12,0,0.74,3.42,1.371346931,1.029754094,16.56185887
Suriname,SUR,2005,37397.35547,3595.088055,68.768,4.47,1.53,0.09,2.72,0.13,2.43662154,0.854566029,27.97998666
Slovak Republic,SVK,2005,48021.69531,11669.41975,73.90487805,10.81,3.84,0,5.41,1.56,3.114547518,1.253133321,21.51698662
Slovenia,SVN,2005,56756.36328,18169.18091,77.61219512,11.14,4.7,0.18,1.09,5.17,2.674977789,1.325155605,47.1376648
Sweden,SWE,2005,84754.99219,43085.35315,80.54634146,6.5,2.6,0,1,2.9,2.569392979,0.808550489,37.24679469
Swaziland,SWZ,2005,28479.43164,2873.862091,46.185,5.08,1.73,3.19,0.15,0.02,2.400467225,1.015825821,37.37215383
Seychelles,SYC,2005,,11092.51074,72.13170732,7.82,5.21,0,1.59,1.03,1.175463438,0.510449127,16.49429629
Syrian Arab Republic,SYR,2005,22942.39844,1577.457182,74.43,0.92,0.05,0,0.55,0.32,0.573145245,0.455356053,2.750470037
Chad,TCD,2005,5164.018066,660.2421396,48.054,0.42,0.24,0.15,0.02,0,1.238603135,1.052804671,14.36141116
Togo,TGO,2005,2600.74707,372.1721837,54.598,1.14,0.48,0.28,0.06,0.31,1.298502181,1.043449929,17.15044762
Thailand,THA,2005,20231.36523,2893.651356,72.149,6.26,1.7,0.01,4.54,0.02,1.222672215,0.463290412,28.02074247
Tajikistan,TJK,2005,5321.612793,337.359236,67.607,0.37,0.08,0,0.27,0.02,2.812696946,0.850407278,26.19913389
Turkmenistan,TKM,2005,15776.38965,1704.51475,65.017,2.85,0.22,0,1.26,1.37,3.184579796,0.906840802,29.30298911
Timor-Leste,TLS,2005,5767.51123,454.5957016,64.175,0.36,0.34,0,0,0.02,0.973855963,0.506902756,12.66870135
Tonga,TON,2005,13727.3916,2594.74999,71.504,1.57,0.88,0,0.41,0.28,1.13901727,0.564279023,6.644775749
Trinidad and Tobago,TTO,2005,56815.35156,12323.12705,68.927,6.12,3.15,0.11,2.72,0.13,2.237398549,0.838354819,15.521827
Tunisia,TUN,2005,29519.03711,3194.562243,74.2,1.37,0.86,0,0.06,0.45,0.695918952,0.462990821,2.640748153
Turkey,TUR,2005,55533.60156,7384.258482,72.481,1.29,0.77,0,0.46,0.06,0.942718009,0.738408265,2.54109145
Tuvalu,TUV,2005,,2178.02921,,0.94,0.54,0,0.23,0.17,,,
Tanzania,TZA,2005,4068.075928,442.2528543,56.196,3.94,0.56,3.22,0.15,0.01,2.096451882,0.934931688,24.12502415
Uganda,UGA,2005,3586.011963,315.7880227,52.64,10.09,0.5,9.4,0.18,0,1.362488509,1.171793502,29.2260459
Ukraine,UKR,2005,16672.73242,1828.717626,67.95682927,7.31,2.67,0.17,3.83,0.63,3.598387731,4.373211859,177.3919304
Uruguay,URY,2005,30823.19531,5220.951116,75.792,6.35,1.35,0,0.77,4.23,1.389275158,0.51624966,17.71261051
United States,USA,2005,101979.2813,44307.92058,77.48780488,8.52,4.5,0,2.65,1.36,2.88943379,1.484819799,25.44530952
Uzbekistan,UZB,2005,7748.10791,546.7768502,68.367,1.78,0.28,0,1.33,0.18,2.519165804,0.834432263,17.60942882
St. Vincent and the Grenadines,VCT,2005,23683.45508,5064.451065,71.218,6.04,2.43,0.11,3.32,0.19,3.27195313,0.933185443,60.95780761
"Venezuela, RB",VEN,2005,37978.18359,5432.688675,73.134,7.92,6.15,0.03,1.63,0.11,1.945357355,0.657114153,6.286388713
Vietnam,VNM,2005,6230.129883,683.5968039,74.263,2.7,1.21,0,1.48,0.01,1.454102793,1.427201614,9.65507478
Vanuatu,VUT,2005,6510.902832,1886.433359,69.221,0.88,0.47,0,0.19,0.22,1.227264044,0.565196879,10.88898015
Samoa,WSM,2005,27352.86719,2571.286691,71.051,3.63,3.31,3,0.24,0.08,1.111731784,0.559955641,6.719641204
"Yemen, Rep.",YEM,2005,21587.79102,813.9643857,61.857,0.04,0.03,0,0,0,0.689140205,0.450411995,3.944729437
South Africa,ZAF,2005,38655.82031,5277.925459,52.567,8.69,3.94,2.03,1.32,1.41,2.106702842,0.925945998,26.21938884
Zambia,ZMB,2005,6566.36084,691.3178164,49.63,2.33,0.43,1.62,0.27,0.01,2.300247098,1.013851046,36.11462327
Zimbabwe,ZWE,2005,3616.387939,444.7605075,45.282,4.14,0.96,3.11,0.06,0.01,2.315075459,0.978835218,42.37684151
Afghanistan,AFG,2006,4634.24707,272.563077,59.11,0.03,0.01,0,0.01,0.01,0.74604168,0.447730012,7.991628139
Angola,AGO,2006,13891.31836,2062.415149,53.974,5.84,3.26,0,0.09,2.48,1.831671468,1.041478299,16.69814773
Albania,ALB,2006,21822.66992,3005.012903,75.418,5.31,1.73,0.1,2.19,1.29,1.88552782,1.230615966,5.388822883
Andorra,AND,2006,,43748.77216,,11.92,3.78,0,2.99,5.15,1.703310637,0.580492143,10.29581614
United Arab Emirates,ARE,2006,139864.375,42372.22166,75.632,1.74,0.33,0.01,1.27,0.13,0.756990611,0.46661962,5.38081683
Argentina,ARG,2006,40407.82031,5878.761027,74.941,7.75,2.57,0.26,0.3,4.62,3.375804535,0.977089844,20.27246355
Armenia,ARM,2006,14912.37207,2158.002909,72.715,4.01,0.36,0,3.37,0.27,2.479654973,0.869568033,15.15376051
Antigua and Barbuda,ATG,2006,,12812.76444,74.727,8.93,2.64,0.29,3.61,2.38,3.164278871,1.056518403,55.10483238
Australia,AUS,2006,79820.3125,36118.28381,81.04146341,10.31,4.63,0.99,1.16,3.53,1.761814168,0.920706922,15.18389198
Austria,AUT,2006,90465.25781,40635.28182,79.8804878,12.4,6.7,0,1.5,4.2,2.90963446,1.006922364,33.64538668
Azerbaijan,AZE,2006,23791.23438,2473.085776,69.269,0.85,0.3,0,0.47,0.08,4.101133776,1.016207294,98.95240483
Burundi,BDI,2006,1699.930054,165.8794176,53.09,4.5,1.4,3.1,0.01,0,2.192387639,0.949702462,31.4659414
Belgium,BEL,2006,100026.3906,38852.37293,79.3804878,10.98,5.61,0.01,0.99,4.37,2.050054883,0.692165856,27.4400472
Benin,BEN,2006,4432.479004,625.830092,57.817,1.19,0.53,0.3,0.19,0.17,1.293059988,1.114444524,18.86495596
Burkina Faso,BFA,2006,3312.887939,422.6332374,54.063,4.73,0.44,3.7,0.5,0.09,1.286840242,1.119180955,22.49429732
Bangladesh,BGD,2006,5553.212891,494.0501466,68.403,0,0,0,0,0,1.806534807,0.940850516,7.313175112
Bulgaria,BGR,2006,32978.07813,4513.13628,72.61219512,10.39,3.96,0.04,4.8,1.58,2.023113617,1.188195048,11.44214945
Bahrain,BHR,2006,88655.8125,19307.99549,75.478,2.1,0.52,0.01,1.34,0.23,0.818921599,0.462514359,8.529490774
"Bahamas, The",BHS,2006,48806.35547,23719.10788,74.012,11.07,3.78,0.53,4.64,2.12,2.837070408,0.967754559,32.92818346
Bosnia and Herzegovina,BIH,2006,31513.33594,3404.321698,75.353,4.82,3.57,0.14,0.63,0.47,3.771996557,1.726634219,33.6525209
Belarus,BLR,2006,24224.57617,3848.215966,69.40487805,12.6,2.03,4.59,5.22,0.77,4.30186854,3.936320964,149.9800123
Belize,BLZ,2006,22200.6543,4187.37803,69.218,6.48,4.12,0.11,2.14,0.12,2.661365313,0.847382126,37.70757812
Bolivia,BOL,2006,10896.28223,1233.594435,64.113,3.23,2.35,0.01,0.62,0.25,2.24987646,0.763843814,28.32990452
Brazil,BRA,2006,28080.92578,5860.145975,72.405,7.1,3.56,0.03,3.09,0.41,4.150394979,1.310480462,45.71026334
Barbados,BRB,2006,31566.13281,15439.99215,74.324,8.39,3.28,0.25,3.94,0.92,2.153202501,0.83911662,13.5011025
Brunei Darussalam,BRN,2006,186025.7813,30980.96692,76.455,0.67,0.5,0.03,0.11,0.03,1.108694971,0.412249765,2.088811958
Bhutan,BTN,2006,10363.11523,1335.456906,65.578,0.29,0.25,0,0.02,0.02,2.88327168,1.65583108,20.07582327
Botswana,BWA,2006,36205.78516,5374.554867,53.695,6.45,2.67,1.27,1.08,1.43,2.383918787,1.002556107,32.93971884
Central African Republic,CAF,2006,2176.891113,347.6073678,44.967,1.54,0.27,1.15,0.04,0.08,1.920728943,1.016643383,21.83863366
Canada,CAN,2006,79793.82813,40386.69948,80.29268293,8.2,4.2,0.2,2.1,1.7,2.055563499,1.107410145,22.0533993
Switzerland,CHE,2006,99608.85938,57579.50195,81.4902439,10.24,3.21,0.12,1.9,5,2.035691815,0.67937909,23.28687217
Chile,CHL,2006,45588.91406,9484.681227,77.934,7.33,2.26,0,2.85,2.22,3.645862657,1.436141719,27.34273732
China,CHN,2006,11209.3877,2099.229435,74.291,3.28,1.34,0,1.88,0.06,1.78888061,0.499956691,15.60617285
Cote d'Ivoire,CIV,2006,7884.745117,951.9478956,48.183,2.65,0.62,1.81,0.02,0.2,1.383368563,1.068036167,21.69360809
Cameroon,CMR,2006,6456.557129,1081.369831,53.494,5.22,2.08,3.02,0.05,0.08,1.396167938,1.206804395,27.40022383
"Congo, Dem. Rep.",COD,2006,1484.650024,252.8430454,54.401,1.53,0.42,1.06,0.04,0.01,1.739592509,0.992618553,15.52474435
